,s_property_type,s_places,d_currency,c_price_aprox_local_currency,c_surface_total_in_m2,c_surface_covered_in_m2,c_price_per_m2,c_latitud,c_longitud
8223,apartment,Cuajimalpa,0,11594158.63,249.0,249.0,46562.88606425703,19.3619852,-99.2663861
8225,store,Cuauhtemoc,0,9752966.54,550.0,550.0,17894.54545,19.431167,-99.145351
8227,apartment,Tlahuac,0,515295.91,50.0,50.0,10400.0,19.303385,-99.040458
8228,apartment,Iztapalapa,0,596695.52,70.0,70.0,8600.0,19.325608,-99.06112
8229,apartment,MiguelHidalgo,0,3940933.71,120.0,120.0,33140.91667,19.4034054,-99.1825418
8230,house,Cuauhtemoc,0,1971997.87,90.0,90.0,22111.11111,19.410687,-99.138477
8231,house,Coyoacan,0,3514093.99,340.0,340.0,10427.45,19.352605,-99.131212
8232,apartment,MiguelHidalgo,0,3667398.13,60.0,60.0,61666.66667,19.407269,-99.190754
8235,apartment,BenitoJuarez,0,1872307.93,63.0,63.0,29990.47619,19.370501,-99.139389
8236,apartment,BenitoJuarez,0,4824755.47,106.0,106.0,45932.07547,19.3649271337,-99.163814038
8237,apartment,BenitoJuarez,0,1685020.78,78.0,78.0,21794.87179,19.403707,-99.151813
8238,apartment,BenitoJuarez,0,4005434.83,75.0,75.0,53893.33333,19.3755039,-99.1630337
8240,apartment,BenitoJuarez,0,2965933.99,75.0,75.0,39897.33333,19.39365,-99.14769
8241,apartment,Iztapalapa,0,446034.92,52.0,52.0,8653.846154,19.359004,-99.092622
8243,house,BenitoJuarez,0,4221462.87,250.0,250.0,17040.0,19.363284,-99.172349
8244,apartment,Cuauhtemoc,0,1050410.9,65.0,65.0,16307.69231,19.408805,-99.129702
8245,house,BenitoJuarez,0,7243871.64,100.0,100.0,73100.0,19.388044,-99.185753
8246,apartment,Cuauhtemoc,0,984175.07,70.0,70.0,14184.62857,19.452621,-99.154479
8249,apartment,VenustianoCarranza,0,924559.65,40.0,40.0,23325.0,19.414261,-99.104118
8250,house,MiguelHidalgo,0,1347696.92,144.0,144.0,9444.444444,19.396655,-99.184696
8251,apartment,MiguelHidalgo,0,1037444.5,60.0,60.0,17444.45,19.454332,-99.200287
8253,apartment,Iztapalapa,0,534250.55,60.0,60.0,8983.333333,19.363469,-99.010141
8256,apartment,GustavoAMadero,0,719432.27,64.0,64.0,11343.75,19.477476,-99.093448
8257,apartment,Coyoacan,0,386471.79,60.0,60.0,6500.0,19.311038,-99.101601
8259,apartment,Cuajimalpa,0,7432152.81,130.0,130.0,57692.30769,19.371342,-99.253616
8260,house,Xochimilco,0,2250455.83,130.0,130.0,17469.23077,19.282308,-99.126869
8261,house,AlvaroObregon,0,7742036.39,193.0,193.0,40470.7772,19.3336122,-99.2549247
8262,apartment,AlvaroObregon,0,4647572.82,126.0,126.0,37222.22222,19.333901,-99.240356
8263,house,VenustianoCarranza,0,1090049.06,105.0,105.0,10476.19048,19.422796,-99.066093
8264,apartment,BenitoJuarez,0,3469160.49,108.0,108.0,32407.40741,19.3792868,-99.1652956
8265,house,VenustianoCarranza,0,2725122.75,280.0,280.0,9821.428571,19.4157721,-99.107331
8266,apartment,AlvaroObregon,0,2031455.11,85.0,85.0,24117.64706,19.386852,-99.194748
8267,apartment,Cuauhtemoc,0,520547.8,60.0,60.0,8755.0,19.44365,-99.141269
8269,apartment,Cuauhtemoc,0,6968056.65,190.0,190.0,37000.0,19.441646,-99.151884
8270,house,Tlahuac,0,1783716.69,156.0,156.0,11538.46154,19.279748,-98.99957
8271,apartment,VenustianoCarranza,0,1933350.54,75.0,75.0,26013.33333,19.415461,-99.124168
8272,apartment,MiguelHidalgo,0,1695802.19,180.0,180.0,9507.127778,19.438038,-99.176477
8274,apartment,BenitoJuarez,0,4538716.56,125.0,125.0,36641.2,19.403334,-99.157755
8277,apartment,Coyoacan,0,936451.14,70.0,70.0,13500.0,19.326108,-99.122758
8278,apartment,BenitoJuarez,0,1238692.07,64.0,64.0,19531.25,19.371992,-99.157853
8279,apartment,Iztapalapa,0,556152.86,55.0,55.0,10204.18182,19.359004,-99.092622
8281,house,Cuauhtemoc,0,1337126.54,90.0,90.0,14992.58889,19.441646,-99.151884
8283,store,Cuauhtemoc,0,753124.69,18.0,18.0,42222.22222,19.442283,-99.162278
8285,apartment,Azcapotzalco,0,667154.61,60.0,60.0,11220.75,19.474655,-99.189277
8286,apartment,Azcapotzalco,0,682008.99,60.0,60.0,11470.58333,19.496076,-99.204251
8287,apartment,Tlalpan,0,1858038.11,75.0,75.0,25000.0,19.287455,-99.218351
8288,apartment,Iztapalapa,0,881166.75,65.0,65.0,13676.92308,19.359397,-99.060607
8289,house,Coyoacan,0,2834127.6,144.0,144.0,19861.11111,19.350214,-99.162146
8290,apartment,BenitoJuarez,0,2774670.35,73.0,73.0,38356.16438,19.397352,-99.14891
8292,apartment,BenitoJuarez,0,3681977.16,92.0,92.0,40021.49086956522,19.3722276,-99.1718915
8293,apartment,Cuauhtemoc,0,1535978.09,69.0,69.0,22463.76812,19.428767,-99.1459
8294,house,MagdalenaContreras,0,2852720.36,294.0,294.0,9789.387755,19.314893,-99.231987
8295,apartment,Tlalpan,0,2305207.56,65.0,65.0,35780.0,19.2981689,-99.1131054
8296,house,Coyoacan,0,1467272.33,197.0,197.0,7516.076142,19.358008,-99.127094
8298,apartment,BenitoJuarez,0,3071956.38,110.0,110.0,28181.81818,19.380644,-99.179176
8301,apartment,BenitoJuarez,0,1714349.82,72.0,72.0,24027.77778,19.401507,-99.14682
8303,house,GustavoAMadero,0,1080489.83,120.0,120.0,9084.125,19.458539,-99.102914
8304,apartment,Cuajimalpa,0,7927629.83,200.0,200.0,39638.14915,19.3972569,-99.2584041
8305,house,AlvaroObregon,0,2973566.1,180.0,180.0,16666.66667,19.336649,-99.234764
8306,apartment,MiguelHidalgo,0,838346.75,90.0,90.0,9400.0,19.457982,-99.19269
8307,apartment,Coyoacan,0,2480945.34,69.0,69.0,36275.36232,19.342244,-99.146851
8308,apartment,AlvaroObregon,0,7632153.19,190.0,190.0,40526.31579,19.3562790395,-99.1992493719
8309,house,MiguelHidalgo,0,3863039.82,200.0,200.0,19491.525,19.436577,-99.230491
8311,apartment,AlvaroObregon,0,1090049.06,65.0,65.0,16923.07692,19.377369,-99.198052
8312,apartment,BenitoJuarez,0,8821579.59,266.0,266.0,33458.64662,19.367424,-99.185753
8313,apartment,Cuauhtemoc,0,1090049.06,66.0,66.0,16666.66667,19.459793,-99.140935
8314,house,Tlalpan,0,2279193.52,283.0,283.0,8127.208481,19.268424,-99.159106
8316,house,BenitoJuarez,0,6738485.18,442.0,442.0,15384.61538,19.395586,-99.184584
8318,apartment,VenustianoCarranza,0,637513.16,60.0,60.0,10722.21667,19.452665,-99.121497
8319,apartment,Iztapalapa,0,447118.29,56.0,56.0,8057.142857,19.369555,-99.006656
8320,apartment,Azcapotzalco,0,892069.85,65.0,65.0,13846.15385,19.484102,-99.18436
8322,house,GustavoAMadero,0,2209826.65,335.0,335.0,6656.716418,19.490943,-99.075738
8323,apartment,Cuauhtemoc,0,850049.96,70.0,70.0,12254.42857,19.417636,-99.153292
8324,apartment,VenustianoCarranza,0,588766.04,75.0,75.0,7920.0,19.443285,-99.092053
8325,apartment,Tlalpan,0,2677755.04,103.0,103.0,26234.95146,19.273622,-99.142541
8326,apartment,Tlahuac,0,666911.79,69.0,69.0,9753.623188,19.302588,-99.048903
8327,apartment,Cuauhtemoc,0,1537183.15,55.0,55.0,28203.92727,19.406458,-99.135814
8328,apartment,AlvaroObregon,0,3517885.6,100.0,100.0,35500.0,19.337953,-99.240322
8329,apartment,BenitoJuarez,0,3259987.58,107.0,107.0,30467.173644859813,19.3885287,-99.1470904
8330,apartment,BenitoJuarez,0,1189521.01,101.0,101.0,11884.9505,19.403316,-99.145023
8331,apartment,AlvaroObregon,0,1456701.96,75.0,75.0,19600.0,19.360367,-99.192614
8332,apartment,GustavoAMadero,0,2477384.14,205.0,205.0,12195.12195,19.463026,-99.125833
8333,house,Tlalpan,0,1605344.97,250.0,250.0,6480.0,19.284672,-99.220367
8334,apartment,VenustianoCarranza,0,2685484.58,85.0,85.0,31882.35294,19.414261,-99.104118
8335,apartment,Iztapalapa,0,461881.46,55.0,55.0,8474.509091,19.3742208,-99.0090872
8336,apartment,Cuauhtemoc,0,896812.97,62.0,62.0,14596.77419,19.456208,-99.126229
8337,apartment,BenitoJuarez,0,693667.44,45.0,45.0,15555.55556,19.393827,-99.146232
8340,apartment,MagdalenaContreras,0,4525924.52,105.0,105.0,43104.043047619045,19.315498,-99.220634
8343,apartment,Coyoacan,0,1585525.89,60.0,60.0,26666.66667,19.309208,-99.171906
8344,house,GustavoAMadero,0,3019106.0,100.0,100.0,30466.67,19.476671,-99.124336
8345,apartment,BenitoJuarez,0,4113433.05,73.0,73.0,56849.31507,19.3992361,-99.1463882
8346,house,AlvaroObregon,0,2029473.07,100.0,100.0,20480.0,19.347066,-99.203064
8347,house,Tlalpan,0,3740850.21,180.0,180.0,20972.22222,19.282249,-99.194499
8348,apartment,AlvaroObregon,0,845093.36,90.0,90.0,9473.4,19.38828,-99.195529
8349,apartment,BenitoJuarez,0,4776976.43,250.0,250.0,19277.768,19.381729,-99.164986
8350,apartment,MiguelHidalgo,0,3587252.47,82.0,82.0,44146.34146,19.432657,-99.177444
8351,house,Coyoacan,0,2814308.51,120.0,120.0,23666.66667,19.33985,-99.145409
8352,house,BenitoJuarez,0,812774.71,41.0,41.0,20000.0,19.3670983,-99.1624422
8353,apartment,BenitoJuarez,0,7758077.6,133.0,133.0,58863.90977,19.377875,-99.176416
8354,apartment,Iztacalco,0,941629.12,54.0,54.0,17592.59259,19.410307,-99.065399
8356,apartment,MiguelHidalgo,0,15855259.67,185.0,185.0,86486.48649,19.434634,-99.189658
8357,apartment,Cuauhtemoc,0,1020682.18,60.0,60.0,17166.66667,19.455259,-99.150242
8361,apartment,Cuauhtemoc,0,797411.18,70.0,70.0,11492.85714,19.461256,-99.133059
8362,apartment,Coyoacan,0,693697.16,65.0,65.0,10769.69231,19.307417,-99.125191
8364,apartment,MiguelHidalgo,0,12882398.32,150.0,150.0,85882.65546666666,19.4364273,-99.2139496
8365,house,AlvaroObregon,0,3171051.78,140.0,140.0,22857.14286,19.390806,-99.195413
8368,apartment,Iztacalco,0,601178.9,50.0,50.0,12133.34,19.403028,-99.106774
8369,house,Cuauhtemoc,0,2477384.14,280.0,280.0,8928.571429,19.413992,-99.138695
8370,apartment,MiguelHidalgo,0,13179684.53,310.0,310.0,42903.22581,19.439633,-99.206322
8372,apartment,Cuauhtemoc,0,2020885.48,100.0,100.0,20393.34,19.408904,-99.174556
8374,apartment,Azcapotzalco,0,570312.65,60.0,60.0,9591.983333,19.511198,-99.200576
8375,apartment,Iztapalapa,0,624300.76,66.0,66.0,9545.454545,19.328386,-99.08782
8376,apartment,Cuauhtemoc,0,2031455.11,64.0,64.0,32031.25,19.412423,-99.162415
8377,apartment,Cuauhtemoc,0,732314.77,70.0,70.0,10557.14286,19.414009,-99.14248
8379,house,GustavoAMadero,0,5748894.57,182.0,182.0,31868.13187,19.493973,-99.130394
8380,apartment,Cuauhtemoc,0,4062910.22,100.0,100.0,41000.0,19.41498,-99.177444
8381,house,Azcapotzalco,0,1139866.94,245.0,245.0,4693.877551,19.47517,-99.152534
8382,apartment,BenitoJuarez,0,2477971.72,87.0,87.0,28735.63218,19.371992,-99.157853
8383,house,Azcapotzalco,0,1684621.29,60.0,60.0,28333.33333,19.469769,-99.1573774
8384,apartment,AlvaroObregon,0,1843173.75,75.0,75.0,24800.0,19.336195,-99.23692
8385,house,Tlalpan,0,971134.57,63.0,63.0,15414.834444444445,19.2882385586,-99.1795277596
8390,apartment,Iztapalapa,0,534123.97,60.0,60.0,8983.333333,19.317698,-99.061256
8393,apartment,Tlalpan,0,891858.25,48.0,48.0,18750.0,19.281164,-99.20237
8394,apartment,MiguelHidalgo,0,1070229.98,60.0,60.0,18000.0,19.396265,-99.18194
8397,house,AlvaroObregon,0,2489866.03,130.0,130.0,19323.07692,19.357628,-99.177174
8399,house,Tlalpan,0,2437746.17,360.0,360.0,6833.333333,19.278273,-99.21509
8400,apartment,AlvaroObregon,0,743215.24,60.0,60.0,12500.0,19.390806,-99.195413
8402,apartment,BenitoJuarez,0,3165799.88,81.0,81.0,39083.94913580247,19.3654455,-99.1652481
8403,apartment,Cuauhtemoc,0,1130738.61,70.0,70.0,16300.87143,19.418048,-99.158527
8404,apartment,BenitoJuarez,0,2036892.83,60.0,60.0,34250.0,19.375412,-99.144234
8405,house,Iztapalapa,0,3151232.7,120.0,120.0,26260.272500000003,19.3462993154,-99.0539842844
8406,house,Iztapalapa,0,1996089.86,90.0,90.0,22381.24444,19.354808,-99.109716
8407,apartment,BenitoJuarez,0,2675574.95,75.0,75.0,36000.0,19.381978,-99.156831
8408,apartment,Iztacalco,0,1169399.67,75.0,75.0,15734.33333,19.399108,-99.115621
8409,apartment,Tlalpan,0,1288239.68,62.0,62.0,20967.74194,19.2790911,-99.2114234
8411,apartment,Cuauhtemoc,0,896456.36,70.0,70.0,12923.42857,19.456208,-99.126229
8413,apartment,Iztapalapa,0,1111225.74,70.0,70.0,16019.57143,19.373469,-99.064839
8414,house,Xochimilco,0,5196382.85,500.0,500.0,10487.64,19.263462,-99.104913
8415,apartment,AlvaroObregon,0,1082889.41,80.0,80.0,13659.6875,19.349781,-99.226194
8416,apartment,BenitoJuarez,0,1213214.83,57.0,57.0,21473.68421,19.366738,-99.14554
8417,apartment,GustavoAMadero,0,670261.21,65.0,65.0,10405.84615,19.474631,-99.088611
8418,house,Tlalpan,0,1090307.49,120.0,120.0,9166.666667,19.2790911,-99.2114234
8420,apartment,GustavoAMadero,0,745373.89,50.0,50.0,15040.0,19.530514,-99.144348
8421,apartment,AlvaroObregon,0,6936675.98,149.0,149.0,46554.87234899329,19.3863928,-99.2255625
8423,apartment,BenitoJuarez,0,2824887.73,120.0,120.0,23750.0,19.371992,-99.157853
8424,apartment,Iztapalapa,0,729341.9,42.0,42.0,17523.80952,19.335785,-98.999044
8425,apartment,BenitoJuarez,0,5395742.98,167.0,167.0,32604.79042,19.3917,-99.161293
8426,apartment,Iztacalco,0,384581.16,47.0,47.0,8255.319149,19.400097,-99.122093
8428,apartment,AlvaroObregon,0,10598250.06,220.0,220.0,48613.63636,19.386036,-99.240991
8434,apartment,BenitoJuarez,0,1681648.42,90.0,90.0,18855.55556,19.368335,-99.178389
8435,apartment,Cuauhtemoc,0,1273375.51,50.0,50.0,25700.0,19.441646,-99.151884
8437,apartment,GustavoAMadero,0,713655.8,59.0,59.0,12203.38983,19.495085,-99.093742
8438,apartment,BenitoJuarez,0,1466959.17,72.0,72.0,20555.55556,19.376456,-99.145563
8440,apartment,Iztacalco,0,772943.77,45.0,45.0,17333.33333,19.414771,-99.065035
8442,apartment,BenitoJuarez,0,960667.08,115.0,115.0,8429.886957,19.392025,-99.135302
8443,apartment,GustavoAMadero,0,677812.25,74.0,74.0,9243.243243,19.507825,-99.143456
8445,apartment,VenustianoCarranza,0,2272786.78,63.0,63.0,36396.68254,19.4306069,-99.0949899
8446,house,BenitoJuarez,0,3151732.25,203.0,203.0,15663.7931,19.40158,-99.15333
8447,apartment,Iztapalapa,0,411343.21,45.0,45.0,9222.222222,19.342083,-99.0532159
8449,apartment,GustavoAMadero,0,409065.69,50.0,50.0,8256.0,19.538431,-99.143669
8451,apartment,Cuajimalpa,0,775916.64,64.0,64.0,12234.375,19.369814,-99.29186
8452,apartment,BenitoJuarez,0,2027491.22,68.0,68.0,30088.23529,19.374739,-99.140184
8454,house,AlvaroObregon,0,2358469.85,95.0,95.0,25052.63158,19.341894,-99.224525
8455,house,AlvaroObregon,0,802672.48,75.0,75.0,10800.0,19.366163,-99.198655
8456,apartment,BenitoJuarez,0,9414060.32,310.0,310.0,30645.16129,19.388925,-99.164395
8457,house,GustavoAMadero,0,1739453.71,120.0,120.0,14627.775,19.478152,-99.083024
8458,house,Iztacalco,0,2513719.53,300.0,300.0,8455.556667,19.378729,-99.131032
8459,apartment,Cuauhtemoc,0,1886232.05,98.0,98.0,19418.36735,19.418578,-99.17134
8460,house,GustavoAMadero,0,1932072.5,120.0,120.0,16243.73333,19.482945,-99.113471
8461,apartment,GustavoAMadero,0,646775.6,54.0,54.0,12086.66667,19.527836,-99.169827
8462,house,AlvaroObregon,0,3033037.45,150.0,150.0,20400.0,19.36787,-99.221502
8463,apartment,Coyoacan,0,748070.84,70.0,70.0,10784.28571,19.31691,-99.135933
8464,apartment,AlvaroObregon,0,3963814.82,250.0,250.0,16000.0,19.351292,-99.213448
8465,house,AlvaroObregon,0,1375288.05,65.0,65.0,21351.43077,19.341894,-99.224525
8469,apartment,Iztapalapa,0,739251.35,65.0,65.0,11476.92308,19.391336,-99.14153
8472,house,Tlalpan,0,2824887.73,172.0,172.0,16569.76744,19.275661,-99.159234
8473,apartment,Cuauhtemoc,0,494485.8,45.0,45.0,11088.88889,19.450342,-99.126058
8474,apartment,BenitoJuarez,0,2839082.32,80.0,80.0,35812.5,19.39912,-99.141464
8476,house,Tlalpan,0,7865794.25,600.0,519.0,15294.02697,19.282841,-99.1479379
8477,apartment,BenitoJuarez,0,7828534.43,134.0,134.0,58955.22388,19.36476,-99.163522
8478,apartment,VenustianoCarranza,0,693667.44,60.0,60.0,11666.66667,19.432399,-99.119672
8479,apartment,Iztapalapa,0,817715.14,53.0,53.0,15569.43396,19.318336,-99.07256
8480,house,Tlalpan,0,3537704.68,250.0,250.0,14280.0,19.288275,-99.167125
8481,house,Xochimilco,0,901981.74,188.0,188.0,4840.425532,19.234024,-99.121149
8483,house,BenitoJuarez,0,7243871.64,211.0,211.0,34644.54976,19.395511,-99.184236
8484,house,AlvaroObregon,0,1501333.59,150.0,150.0,10097.86667,19.352528,-99.217276
8485,apartment,AlvaroObregon,0,1051320.1,90.0,90.0,11785.17778,19.368823,-99.224603
8486,house,Xochimilco,0,1486430.48,144.0,144.0,10416.66667,19.258302,-99.067178
8489,house,Xochimilco,0,3229914.48,100.0,100.0,32594.0,19.274367,-99.144068
8490,house,Tlalpan,0,11891444.66,554.0,554.0,21464.70155234657,19.3047588054,-99.2238539457
8491,apartment,Cuauhtemoc,0,692774.42,569.0,569.0,1228.353251,19.41091,-99.144846
8493,apartment,AlvaroObregon,0,8076577.35,267.0,267.0,30518.25843,19.3556045,-99.2053049
8495,apartment,Cuauhtemoc,0,420908.27,44.0,44.0,9651.136364,19.448539,-99.127649
8496,apartment,Cuauhtemoc,0,685556.47,70.0,70.0,9883.071429,19.415143,-99.14685
8497,house,Iztapalapa,0,2251446.85,213.0,213.0,10666.66667,19.325394,-99.094573
8498,apartment,MiguelHidalgo,0,1012747.06,65.0,65.0,15719.23077,19.454332,-99.200287
8499,apartment,BenitoJuarez,0,1661829.34,80.0,80.0,20962.5,19.368335,-99.178389
8500,house,Coyoacan,0,4905220.87,294.0,294.0,16836.73469,19.335735,-99.140842
8501,apartment,Iztapalapa,0,545024.43,64.0,64.0,8593.75,19.359004,-99.092622
8502,apartment,Cuauhtemoc,0,4360196.25,102.0,102.0,43137.2549,19.417364,-99.159454
8503,apartment,Azcapotzalco,0,926872.34,50.0,50.0,18702.24,19.475187,-99.175019
8504,house,Iztapalapa,0,3096730.37,312.0,312.0,10016.02564,19.337688,-99.059181
8505,apartment,Iztapalapa,0,654029.28,86.0,86.0,7674.418605,19.348211,-99.102702
8506,house,MiguelHidalgo,0,4358313.51,148.0,148.0,29716.89189,19.433274,-99.210758
8507,house,AlvaroObregon,0,2228654.9,60.0,60.0,37483.33333,19.325361,-99.26414
8508,apartment,BenitoJuarez,0,8026725.05,236.0,236.0,34322.0339,19.394073,-99.153915
8509,apartment,Cuauhtemoc,0,1752729.69,58.0,58.0,30219.4774137931,19.4200104,-99.1433281
8510,apartment,MiguelHidalgo,0,753223.81,61.0,61.0,12460.65574,19.458844,-99.204335
8511,apartment,BenitoJuarez,0,5777260.23,111.0,111.0,52522.52252,19.373842731,-99.1737840771
8512,apartment,Coyoacan,0,3050274.31,50.0,50.0,61562.4,19.349174,-99.145828
8513,apartment,Iztapalapa,0,813242.86,80.0,80.0,10258.3375,19.320839,-99.087611
8514,apartment,MiguelHidalgo,0,5600216.2,95.0,95.0,59473.68421,19.4374999,-99.1873839
8517,apartment,MiguelHidalgo,0,674244.85,80.0,80.0,8505.0,19.453854,-99.193979
8520,apartment,Cuauhtemoc,0,6672144.21,140.0,140.0,48081.83571,19.4201028,-99.1712969
8521,house,GustavoAMadero,0,5152959.29,400.0,400.0,13000.0,19.493973,-99.130394
8524,apartment,Iztacalco,0,792950.93,62.0,62.0,12903.22581,19.395901,-99.097612
8525,house,Tlahuac,0,4707030.06,266.0,266.0,17857.14286,19.293397,-99.05097
8527,apartment,BenitoJuarez,0,1615254.41,60.0,60.0,27166.66667,19.403193,-99.155647
8528,apartment,Tlalpan,0,432055.69,69.0,69.0,6318.84058,19.284947,-99.193053
8530,house,AlvaroObregon,0,8920698.51,408.0,148.0,60810.81081,19.3443718901,-99.2059609292
8532,house,Tlalpan,0,3862737.56,245.0,245.0,15910.20408,19.271916,-99.221459
8533,house,AlvaroObregon,0,11891444.66,330.0,330.0,36363.63636,19.390806,-99.195413
8534,apartment,Azcapotzalco,0,553691.39,60.0,60.0,9312.433333,19.492195,-99.182526
8535,apartment,VenustianoCarranza,0,815356.56,68.0,68.0,12100.0,19.452728,-99.121779
8537,apartment,BenitoJuarez,0,2774670.35,100.0,100.0,28000.0,19.380644,-99.179176
8538,house,Coyoacan,0,2018572.6,360.0,360.0,5658.333333,19.320442,-99.162838
8539,house,GustavoAMadero,0,8522202.06,485.0,485.0,17731.95876,19.464922,-99.122093
8540,apartment,BenitoJuarez,0,2675574.01,119.0,119.0,22689.06723,19.3752809,-99.1489484
8543,apartment,BenitoJuarez,0,4056964.48,85.0,85.0,48164.70588,19.389791,-99.164696
8544,house,Iztapalapa,0,2001726.39,200.0,200.0,10100.0,19.345822,-99.076786
8546,apartment,MagdalenaContreras,0,7134866.79,273.0,273.0,26373.62637,19.327168,-99.224525
8547,house,BenitoJuarez,0,1405360.58,200.0,200.0,7090.95,19.380951,-99.13662
8548,apartment,Coyoacan,0,896812.97,65.0,65.0,13923.07692,19.305233,-99.12269
8549,apartment,Coyoacan,0,1446792.32,90.0,90.0,16222.22222,19.305561,-99.171219
8551,house,GustavoAMadero,0,1080233.65,120.0,120.0,9084.125,19.456919,-99.105499
8552,apartment,BenitoJuarez,0,1456701.96,64.0,64.0,22968.75,19.395835,-99.135191
8553,apartment,MiguelHidalgo,0,9414060.32,280.0,280.0,33928.57143,19.4359874,-99.1981492
8554,apartment,Azcapotzalco,0,891858.25,70.0,70.0,12857.14286,19.473002,-99.182225
8556,apartment,BenitoJuarez,0,641100.7,70.0,70.0,9240.0,19.374721,-99.140098
8557,apartment,Cuauhtemoc,0,1970015.83,64.0,64.0,31062.5,19.44396,-99.154836
8558,apartment,BenitoJuarez,0,1535978.09,100.0,100.0,15500.0,19.382094,-99.144152
8559,apartment,GustavoAMadero,0,713655.8,59.0,59.0,12203.38983,19.49141,-99.092897
8560,house,Tlahuac,0,1387335.08,140.0,140.0,10000.0,19.296574,-99.050211
8561,house,Coyoacan,0,1099958.5,80.0,80.0,13875.0,19.312718,-99.107342
8562,apartment,Cuauhtemoc,0,1591764.85,65.0,65.0,24712.24615,19.403193,-99.155647
8563,apartment,Coyoacan,0,667910.71,55.0,55.0,12254.69091,19.352219,-99.157096
8565,apartment,Cuauhtemoc,0,4506987.37,98.0,98.0,45989.667040816326,19.4323327,-99.1695707
8566,apartment,Cuauhtemoc,0,594713.1,51.0,51.0,11764.70588,19.446823,-99.130394
8568,apartment,BenitoJuarez,0,7909685.96,285.0,285.0,28000.0,19.3938756143,-99.1684019566
8570,apartment,Azcapotzalco,0,990953.65,60.0,60.0,16666.66667,19.484102,-99.18436
8571,house,AlvaroObregon,0,1791644.29,350.0,350.0,5165.714286,19.396893,-99.190306
8572,apartment,BenitoJuarez,0,3687221.91,90.0,90.0,41333.33333,19.367424,-99.185753
8573,apartment,Iztacalco,0,626282.61,68.0,68.0,9294.117647,19.398794,-99.096016
8575,house,AlvaroObregon,0,10927179.32,130.0,130.0,84822.55385,19.390806,-99.195413
8576,apartment,BenitoJuarez,0,3045229.12,300.0,78.0,39388.46154,19.371992,-99.157853
8578,apartment,Iztapalapa,0,536105.82,48.0,48.0,11270.83333,19.360243,-99.089453
8579,apartment,AlvaroObregon,0,4825017.48,126.0,126.0,38634.20635,19.3605334,-99.2267067
8580,house,Iztacalco,0,4892140.31,458.0,458.0,10779.0393,19.404565,-99.081181
8582,apartment,BenitoJuarez,0,4037541.69,89.0,89.0,45779.77528,19.400004,-99.16735
8585,apartment,Iztapalapa,0,856183.98,69.0,69.0,12521.73913,19.343679,-99.035354
8587,apartment,VenustianoCarranza,0,825860.73,70.0,70.0,11905.71429,19.426948,-99.106956
8588,apartment,BenitoJuarez,0,4014314.33,90.0,90.0,45000.0,19.371992,-99.157853
8589,apartment,Iztapalapa,0,1347696.92,98.0,98.0,13877.55102,19.32469,-99.039146
8590,apartment,Cuauhtemoc,0,2541796.3,114.0,114.0,22500.0,19.418213,-99.135169
8591,house,BenitoJuarez,0,4115430.7,100.0,100.0,41530.0,19.40158,-99.15333
8592,apartment,Cuauhtemoc,0,861468.6,90.0,90.0,9659.255556,19.456439,-99.144414
8593,apartment,Iztapalapa,0,787808.12,65.0,65.0,12230.76923,19.317158,-99.08683
8595,apartment,Cuauhtemoc,0,4966342.85,94.0,94.0,53315.74468,19.430937,-99.169525
8597,apartment,Cuauhtemoc,0,991188.57,95.0,95.0,10526.31579,19.4563018802,-99.1472809017
8598,apartment,MiguelHidalgo,0,1238692.07,60.0,60.0,20833.33333,19.438863,-99.172203
8601,apartment,AlvaroObregon,0,7630343.62,135.0,135.0,57037.03704,19.34674,-99.256548
8602,apartment,Tlahuac,0,147191.37,49.0,49.0,3030.612245,19.2834536638,-99.0548023582
8603,apartment,Tlalpan,0,1874884.31,90.0,90.0,21022.22222,19.302083,-99.230478
8606,apartment,Coyoacan,0,1189144.46,80.0,80.0,15000.0,19.301865,-99.108429
8607,apartment,Cuauhtemoc,0,1189144.46,117.0,117.0,10256.41026,19.441809,-99.156423
8608,house,Iztapalapa,0,2124604.77,138.0,138.0,15395.686739130437,19.3229590316,-99.0764759481
8609,house,BenitoJuarez,0,4439472.57,124.0,117.0,38290.59829,19.3916143,-99.1854946
8611,apartment,MiguelHidalgo,0,838346.75,65.0,65.0,13015.38462,19.457982,-99.19269
8612,house,Iztapalapa,0,3085829.9,120.0,120.0,25950.0,19.318989,-99.094437
8614,apartment,Cuauhtemoc,0,579845.36,60.0,60.0,9750.0,19.441646,-99.151884
8617,apartment,AlvaroObregon,0,1719304.54,153.0,153.0,11339.86928,19.377523,-99.193103
8620,apartment,Cuauhtemoc,0,1198062.89,52.0,52.0,23250.0,19.446053,-99.138863
8621,apartment,Xochimilco,0,743391.47,53.0,53.0,14150.9434,19.263462,-99.104913
8624,house,Coyoacan,0,12386921.49,356.0,356.0,35112.35955,19.354476,-99.168179
8625,apartment,Cuauhtemoc,0,616400.43,60.0,60.0,10364.66667,19.408758,-99.129474
8626,apartment,Cuauhtemoc,0,409940.66,54.0,54.0,7660.796296,19.45178,-99.15709
8627,house,GustavoAMadero,0,1545887.73,70.0,70.0,22285.71429,19.479937,-99.116562
8628,apartment,Cuauhtemoc,0,673848.36,60.0,60.0,11333.33333,19.461256,-99.133059
8631,house,Tlalpan,0,2873765.76,70.0,70.0,41428.57143,19.2738,-99.206702
